arm,tick,phase,err_ema,C,energy,approach,syncopes
none,2710,1,0.03062,-0.04932,0.54238,0.09269,3.60000
none,2720,1,0.03062,-0.04991,0.54238,0.09269,3.60000
none,2730,1,0.03062,-0.04991,0.54238,0.09269,3.60000
none,2740,1,0.03062,-0.05062,0.54238,0.09269,3.60000
none,2750,1,0.03062,-0.05062,0.54238,0.09269,3.60000
none,2760,1,0.03062,-0.05026,0.54238,0.09269,3.60000
none,2770,1,0.03062,-0.05026,0.54238,0.09269,3.60000
none,2780,1,0.03062,-0.04948,0.54238,0.09269,3.60000
none,2790,1,0.03062,-0.04948,0.54238,0.09269,3.60000
none,2800,1,0.03062,-0.04855,0.54238,0.09269,3.60000
none,2810,1,0.03062,-0.04855,0.54238,0.09269,3.60000
none,2820,1,0.03062,-0.04689,0.54238,0.09269,3.60000
none,2830,1,0.03062,-0.04689,0.54238,0.09269,3.60000
none,2840,1,0.03062,-0.04670,0.54238,0.09269,3.60000
none,2850,1,0.03062,-0.04670,0.54238,0.09269,3.60000
none,2860,1,0.03062,-0.04803,0.54238,0.09269,3.60000
none,2870,1,0.03062,-0.04803,0.54238,0.09269,3.60000
none,2880,1,0.03062,-0.04788,0.54238,0.09269,3.60000
none,2890,1,0.03062,-0.04788,0.54238,0.09269,3.60000
none,2900,1,0.03062,-0.04926,0.54238,0.09269,3.60000
none,2910,1,0.03062,-0.04926,0.54238,0.09269,3.60000
none,2920,1,0.03062,-0.05159,0.54238,0.09269,3.60000
none,2930,1,0.03062,-0.05159,0.54238,0.09269,3.60000
none,2940,1,0.03062,-0.05059,0.54238,0.09269,3.60000
none,2950,1,0.03062,-0.05059,0.54238,0.09269,3.60000
none,2960,1,0.03062,-0.04873,0.54238,0.09269,3.60000
none,2970,1,0.03062,-0.04873,0.54238,0.09269,3.60000
none,2980,1,0.03062,-0.04841,0.54238,0.09269,3.60000
none,2990,1,0.03062,-0.04841,0.54238,0.09269,3.60000
none,3000,1,0.03062,-0.04786,0.54238,0.09269,3.60000
none,3010,1,0.03062,-0.04786,0.54238,0.09269,3.60000
none,3020,1,0.03062,-0.04772,0.54238,0.09269,3.60000
none,3030,1,0.03062,-0.04772,0.54238,0.09269,3.60000
none,3040,1,0.03062,-0.04664,0.54238,0.09269,3.60000
none,3050,1,0.03062,-0.04664,0.54238,0.09269,3.60000
none,3060,1,0.03062,-0.04549,0.54238,0.09269,3.60000
none,3070,1,0.03062,-0.04549,0.54238,0.09269,3.60000
none,3080,1,0.03062,-0.04679,0.54238,0.09269,3.60000
none,3090,1,0.03062,-0.04679,0.54238,0.09269,3.60000
none,3100,1,0.03062,-0.04701,0.54238,0.09269,3.60000
none,3110,1,0.03062,-0.04701,0.54238,0.09269,3.60000
none,3120,1,0.03062,-0.04843,0.54238,0.09269,3.60000
none,3130,1,0.03062,-0.04843,0.54238,0.09269,3.60000
none,3140,1,0.03062,-0.04812,0.54238,0.09269,3.60000
none,3150,1,0.03062,-0.04812,0.54238,0.09269,3.60000
none,3160,1,0.03062,-0.04924,0.54238,0.09269,3.60000
none,3170,1,0.03062,-0.04924,0.54238,0.09269,3.60000
none,3180,1,0.03062,-0.04951,0.54238,0.09269,3.60000
none,3190,1,0.03062,-0.04951,0.54238,0.09269,3.60000
none,3200,1,0.03062,-0.04936,0.54238,0.09269,3.60000
none,3210,1,0.03062,-0.04936,0.54238,0.09269,3.60000
none,3220,1,0.03062,-0.04928,0.54238,0.09269,3.60000
none,3230,1,0.03062,-0.04928,0.54238,0.09269,3.60000
none,3240,1,0.03062,-0.04882,0.54238,0.09269,3.60000
none,3250,1,0.03062,-0.04882,0.54238,0.09269,3.60000
none,3260,1,0.03062,-0.04909,0.54238,0.09269,3.60000
none,3270,1,0.03062,-0.04909,0.54238,0.09269,3.60000
none,3280,1,0.03062,-0.04953,0.54238,0.09269,3.60000
none,3290,1,0.03062,-0.04953,0.54238,0.09269,3.60000
none,3300,1,0.03062,-0.04812,0.54238,0.09269,3.60000
none,3310,1,0.03062,-0.04812,0.54238,0.09269,3.60000
none,3320,1,0.03062,-0.04863,0.54238,0.09269,3.60000
none,3330,1,0.03062,-0.04863,0.54238,0.09269,3.60000
none,3340,1,0.03062,-0.04783,0.54238,0.09269,3.60000
none,3350,1,0.03062,-0.04783,0.54238,0.09269,3.60000
none,3360,1,0.03062,-0.04898,0.54238,0.09269,3.60000
none,3370,1,0.03062,-0.04898,0.54238,0.09269,3.60000
none,3380,1,0.03062,-0.04983,0.54238,0.09269,3.60000
none,3390,1,0.03062,-0.04983,0.54238,0.09269,3.60000
none,3400,2,0.03083,-0.04906,0.54174,0.09270,3.60000
none,3410,2,0.03107,-0.04906,0.53532,0.09274,3.60000
none,3420,2,0.03074,-0.04906,0.52624,0.09278,3.60000
none,3430,2,0.03057,-0.04906,0.51981,0.09281,3.60000
none,3440,2,0.03069,-0.04935,0.51339,0.09285,3.60000
none,3450,2,0.03025,-0.04935,0.60236,0.09284,3.80000
none,3460,2,0.03043,-0.04935,0.60203,0.09267,3.80000
none,3470,2,0.03024,-0.04935,0.60203,0.09255,3.80000
none,3480,2,0.03016,-0.04881,0.60203,0.09248,3.80000
none,3490,2,0.03013,-0.04881,0.60203,0.09245,3.80000
none,3500,2,0.03005,-0.04881,0.60203,0.09245,3.80000
none,3510,2,0.03003,-0.04881,0.60203,0.09250,3.80000
none,3520,2,0.03019,-0.04901,0.60203,0.09249,3.80000
none,3530,2,0.02975,-0.04901,0.60203,0.09250,3.80000
none,3540,2,0.02958,-0.04901,0.60203,0.09253,3.80000
none,3550,2,0.02934,-0.04901,0.59700,0.09256,3.80000
none,3560,2,0.02908,-0.05116,0.59071,0.09260,3.80000
none,3570,2,0.02869,-0.05116,0.58329,0.09265,3.80000
none,3580,2,0.02840,-0.05116,0.57227,0.09274,3.80000
none,3590,2,0.02826,-0.05116,0.56773,0.09286,3.80000
none,3600,2,0.02816,-0.05209,0.56318,0.09297,3.80000
none,3610,2,0.02827,-0.05209,0.55810,0.09307,3.80000
none,3620,2,0.02816,-0.05209,0.55351,0.09316,3.80000
none,3630,2,0.02836,-0.05209,0.54910,0.09325,3.80000
none,3640,2,0.02817,-0.05117,0.54446,0.09334,3.80000
none,3650,2,0.02798,-0.05117,0.54039,0.09337,3.80000
none,3660,2,0.02805,-0.05117,0.53356,0.09325,3.80000
none,3670,2,0.02846,-0.05117,0.52789,0.09318,3.80000
none,3680,2,0.02821,-0.05041,0.52339,0.09314,3.80000
none,3690,2,0.02828,-0.05041,0.51867,0.09313,3.80000
none,3700,2,0.02812,-0.05041,0.51427,0.09316,3.80000
none,3710,2,0.02815,-0.05041,0.60084,0.09321,4.00000
none,3720,2,0.02834,-0.04948,0.60084,0.09321,4.00000
none,3730,2,0.02812,-0.04948,0.60084,0.09322,4.00000
none,3740,2,0.02805,-0.04948,0.60084,0.09324,4.00000
none,3750,2,0.02839,-0.04948,0.60084,0.09327,4.00000
none,3760,2,0.02827,-0.04929,0.60084,0.09331,4.00000
none,3770,2,0.02841,-0.04929,0.60084,0.09336,4.00000
none,3780,2,0.02822,-0.04929,0.59995,0.09342,4.00000
none,3790,2,0.02835,-0.04929,0.59995,0.09347,4.00000
none,3800,2,0.02828,-0.04816,0.59995,0.09352,4.00000
none,3810,2,0.02818,-0.04816,0.59909,0.09357,4.00000
none,3820,2,0.02819,-0.04816,0.59482,0.09363,4.00000
none,3830,2,0.02804,-0.04816,0.58955,0.09369,4.00000
none,3840,2,0.02837,-0.04712,0.58086,0.09373,4.00000
none,3850,2,0.02827,-0.04712,0.57399,0.09376,4.00000
none,3860,2,0.02827,-0.04712,0.56968,0.09361,4.00000
none,3870,2,0.02825,-0.04712,0.56567,0.09351,4.00000
none,3880,2,0.02814,-0.04797,0.56069,0.09345,4.00000
none,3890,2,0.02812,-0.04797,0.55508,0.09342,4.00000
none,3900,2,0.02775,-0.04797,0.55009,0.09343,4.00000
none,3910,2,0.02761,-0.04797,0.54603,0.09349,4.00000
none,3920,2,0.02774,-0.04440,0.53716,0.09344,4.00000
none,3930,2,0.02761,-0.04440,0.53079,0.09340,4.00000
none,3940,2,0.02763,-0.04440,0.52512,0.09338,4.00000
none,3950,2,0.02756,-0.04440,0.51889,0.09338,4.00000
none,3960,2,0.02766,-0.04520,0.59967,0.09336,4.20000
none,3970,2,0.02802,-0.04520,0.59967,0.09341,4.20000
none,3980,2,0.02816,-0.04520,0.59879,0.09347,4.20000
none,3990,2,0.02818,-0.04520,0.59879,0.09352,4.20000
none,4000,2,0.02825,-0.04469,0.59879,0.09357,4.20000
none,4010,2,0.02823,-0.04469,0.59879,0.09362,4.20000
none,4020,2,0.02810,-0.04469,0.59879,0.09366,4.20000
none,4030,2,0.02787,-0.04469,0.59879,0.09370,4.20000
none,4040,2,0.02812,-0.04497,0.59879,0.09373,4.20000
none,4050,2,0.02792,-0.04497,0.59879,0.09372,4.20000
none,4060,2,0.02803,-0.04497,0.59785,0.09354,4.20000
none,4070,2,0.02821,-0.04497,0.58860,0.09336,4.20000
none,4080,2,0.02779,-0.04428,0.58015,0.09326,4.20000
none,4090,2,0.02768,-0.04428,0.57414,0.09320,4.20000
none,4100,2,0.02767,-0.04428,0.56818,0.09317,4.20000
none,4110,2,0.02760,-0.04428,0.56048,0.09322,4.20000
none,4120,2,0.02761,-0.04415,0.55547,0.09322,4.20000
none,4130,2,0.02742,-0.04415,0.55047,0.09324,4.20000
none,4140,2,0.02737,-0.04415,0.54549,0.09328,4.20000
none,4150,2,0.02740,-0.04415,0.53742,0.09335,4.20000
none,4160,2,0.02764,-0.04483,0.53330,0.09343,4.20000
none,4170,2,0.02773,-0.04483,0.52919,0.09351,4.20000
none,4180,2,0.02766,-0.04483,0.52403,0.09360,4.20000
none,4190,2,0.02789,-0.04483,0.51515,0.09365,4.20000
none,4200,2,0.02788,-0.04506,0.59765,0.09368,4.40000
none,4210,2,0.02814,-0.04506,0.59765,0.09372,4.40000
none,4220,2,0.02821,-0.04506,0.59765,0.09377,4.40000
none,4230,2,0.02803,-0.04506,0.59765,0.09381,4.40000
none,4240,2,0.02768,-0.04336,0.59765,0.09384,4.40000
none,4250,2,0.02773,-0.04336,0.59765,0.09383,4.40000
none,4260,2,0.02783,-0.04336,0.59742,0.09365,4.40000
none,4270,2,0.02775,-0.04336,0.59742,0.09353,4.40000
none,4280,2,0.02769,-0.04334,0.59742,0.09345,4.40000
none,4290,2,0.02784,-0.04334,0.59742,0.09342,4.40000
none,4300,2,0.02768,-0.04334,0.59690,0.09342,4.40000
none,4310,2,0.02782,-0.04334,0.58966,0.09345,4.40000
none,4320,2,0.02826,-0.04285,0.57654,0.09344,4.40000
none,4330,2,0.02819,-0.04285,0.56764,0.09339,4.40000
none,4340,2,0.02815,-0.04285,0.55855,0.09339,4.40000
none,4350,2,0.02827,-0.04285,0.55328,0.09342,4.40000
none,4360,2,0.02815,-0.04333,0.54803,0.09346,4.40000
none,4370,2,0.02822,-0.04333,0.54275,0.09350,4.40000
none,4380,2,0.02818,-0.04333,0.53664,0.09355,4.40000
none,4390,2,0.02848,-0.04333,0.52990,0.09361,4.40000
none,4400,2,0.02833,-0.04228,0.52586,0.09370,4.40000
none,4410,2,0.02814,-0.04228,0.51844,0.09377,4.40000
none,4420,2,0.02800,-0.04228,0.51442,0.09384,4.40000
none,4430,2,0.02830,-0.04228,0.51036,0.09391,4.40000
none,4440,2,0.02815,-0.04091,0.59654,0.09396,4.60000
none,4450,2,0.02807,-0.04091,0.59654,0.09394,4.60000
none,4460,2,0.02806,-0.04091,0.59631,0.09377,4.60000
none,4470,2,0.02792,-0.04091,0.59631,0.09364,4.60000
none,4480,2,0.02799,-0.04361,0.59631,0.09356,4.60000
none,4490,2,0.02809,-0.04361,0.59631,0.09352,4.60000
none,4500,2,0.02812,-0.04361,0.59631,0.09352,4.60000
none,4510,2,0.02809,-0.04361,0.59631,0.09356,4.60000
none,4520,2,0.02814,-0.04370,0.59631,0.09355,4.60000
none,4530,2,0.02833,-0.04370,0.59631,0.09356,4.60000
none,4540,2,0.02856,-0.04370,0.59589,0.09358,4.60000
none,4550,2,0.02872,-0.04370,0.58471,0.09362,4.60000
none,4560,2,0.02883,-0.04264,0.57640,0.09369,4.60000
none,4570,2,0.02901,-0.04264,0.57220,0.09376,4.60000
none,4580,2,0.02913,-0.04264,0.56714,0.09382,4.60000
none,4590,2,0.02948,-0.04264,0.56292,0.09389,4.60000
none,4600,2,0.02931,-0.04306,0.55763,0.09394,4.60000
none,4610,2,0.02901,-0.04306,0.55262,0.09398,4.60000
none,4620,2,0.02906,-0.04306,0.54805,0.09401,4.60000
none,4630,2,0.02930,-0.04306,0.54351,0.09404,4.60000
none,4640,2,0.02936,-0.04243,0.53899,0.09407,4.60000
none,4650,2,0.02923,-0.04243,0.53450,0.09405,4.60000
none,4660,2,0.02915,-0.04243,0.52980,0.09388,4.60000
none,4670,2,0.02936,-0.04243,0.52283,0.09376,4.60000
none,4680,2,0.02919,-0.04188,0.51866,0.09370,4.60000
none,4690,2,0.02924,-0.04188,0.50998,0.09363,4.60000
none,4700,2,0.02893,-0.04188,0.59519,0.09360,4.80000
none,4710,2,0.02874,-0.04188,0.59519,0.09363,4.80000
none,4720,2,0.02870,-0.04085,0.59519,0.09362,4.80000
none,4730,2,0.02885,-0.04085,0.59519,0.09363,4.80000
none,4740,2,0.02882,-0.04085,0.59519,0.09365,4.80000
none,4750,2,0.02872,-0.04085,0.59519,0.09367,4.80000
none,4760,2,0.02866,-0.04060,0.59519,0.09371,4.80000
none,4770,2,0.02861,-0.04060,0.59519,0.09376,4.80000
none,4780,2,0.02900,-0.04060,0.59431,0.09381,4.80000
none,4790,2,0.02877,-0.04060,0.59431,0.09386,4.80000
none,4800,2,0.02882,-0.03993,0.59185,0.09388,4.80000
none,4810,2,0.02910,-0.03993,0.58573,0.09386,4.80000
none,4820,2,0.02919,-0.03993,0.57894,0.09385,4.80000
none,4830,2,0.02902,-0.03993,0.57282,0.09383,4.80000
none,4840,2,0.02932,-0.03870,0.56672,0.09382,4.80000
none,4850,2,0.02921,-0.03870,0.55884,0.09378,4.80000
none,4860,2,0.02925,-0.03870,0.55365,0.09362,4.80000
none,4870,2,0.02907,-0.03870,0.54885,0.09351,4.80000
none,4880,2,0.02906,-0.03894,0.54343,0.09345,4.80000
none,4890,2,0.02938,-0.03894,0.53890,0.09343,4.80000
none,4900,2,0.02977,-0.03894,0.53382,0.09346,4.80000
none,4910,2,0.02985,-0.03894,0.52966,0.09353,4.80000
none,4920,2,0.03013,-0.03783,0.52549,0.09355,4.80000
none,4930,2,0.02991,-0.03783,0.52135,0.09358,4.80000
none,4940,2,0.03001,-0.03783,0.51724,0.09362,4.80000
none,4950,2,0.02972,-0.03783,0.51292,0.09367,4.80000
none,4960,2,0.02971,-0.03782,0.50864,0.09373,4.80000
none,4970,2,0.02972,-0.03782,0.50432,0.09379,4.80000
none,4980,2,0.02958,-0.03782,0.59319,0.09384,5.00000
none,4990,2,0.02958,-0.03782,0.59319,0.09389,5.00000
none,5000,2,0.02973,-0.03752,0.59319,0.09394,5.00000
none,5010,2,0.02976,-0.03752,0.59319,0.09398,5.00000
none,5020,2,0.02972,-0.03752,0.59319,0.09401,5.00000
none,5030,2,0.02961,-0.03752,0.59319,0.09405,5.00000
none,5040,2,0.02950,-0.03705,0.59319,0.09407,5.00000
none,5050,2,0.02964,-0.03705,0.59319,0.09405,5.00000
none,5060,2,0.02941,-0.03705,0.59296,0.09388,5.00000
none,5070,2,0.02975,-0.03705,0.59296,0.09375,5.00000
none,5080,2,0.02962,-0.03727,0.58921,0.09368,5.00000
none,5090,2,0.02951,-0.03727,0.58045,0.09363,5.00000
none,5100,2,0.02950,-0.03727,0.57459,0.09358,5.00000
none,5110,2,0.02950,-0.03727,0.56876,0.09357,5.00000
none,5120,2,0.02961,-0.03809,0.56294,0.09352,5.00000
none,5130,2,0.02988,-0.03809,0.55613,0.09348,5.00000
none,5140,2,0.02978,-0.03809,0.54988,0.09348,5.00000
none,5150,2,0.02973,-0.03809,0.54426,0.09348,5.00000
none,5160,2,0.03031,-0.03802,0.53825,0.09351,5.00000
none,5170,2,0.02993,-0.03802,0.53296,0.09355,5.00000
none,5180,2,0.02972,-0.03802,0.52662,0.09359,5.00000
none,5190,2,0.03003,-0.03802,0.51954,0.09365,5.00000
none,5200,2,0.03032,-0.03818,0.51544,0.09378,5.00000
none,5210,2,0.03071,-0.03818,0.51242,0.09393,5.00000
none,5220,2,0.03064,-0.03818,0.50360,0.09396,5.00000
none,5230,2,0.03069,-0.03818,0.59208,0.09398,5.20000
none,5240,2,0.03057,-0.03932,0.59208,0.09401,5.20000
none,5250,2,0.03060,-0.03932,0.59208,0.09399,5.20000
none,5260,2,0.03055,-0.03932,0.59184,0.09381,5.20000
none,5270,2,0.03031,-0.03932,0.59184,0.09369,5.20000
none,5280,2,0.03029,-0.03984,0.59184,0.09361,5.20000
none,5290,2,0.03019,-0.03984,0.59184,0.09357,5.20000
none,5300,2,0.03007,-0.03984,0.59184,0.09357,5.20000
none,5310,2,0.03012,-0.03984,0.59184,0.09361,5.20000
none,5320,2,0.02981,-0.03840,0.59184,0.09360,5.20000
none,5330,2,0.02985,-0.03840,0.58817,0.09359,5.20000
none,5340,2,0.03010,-0.03840,0.58294,0.09358,5.20000
none,5350,2,0.03047,-0.03840,0.57335,0.09359,5.20000
none,5360,2,0.03008,-0.03789,0.56785,0.09361,5.20000
none,5370,2,0.02977,-0.03789,0.56223,0.09363,5.20000
none,5380,2,0.02979,-0.03789,0.55395,0.09366,5.20000
none,5390,2,0.02995,-0.03789,0.54155,0.09366,5.20000
none,5400,2,0.03007,-0.03746,0.53439,0.09362,5.20000
none,5410,2,0.03038,-0.03746,0.52725,0.09359,5.20000
none,5420,2,0.03036,-0.03746,0.51959,0.09356,5.20000
none,5430,2,0.03050,-0.03746,0.51238,0.09353,5.20000
none,5440,2,0.03022,-0.03714,0.50518,0.09351,5.20000
none,5450,2,0.03046,-0.03714,0.59096,0.09346,5.40000
none,5460,2,0.03022,-0.03714,0.59073,0.09329,5.40000
none,5470,2,0.03041,-0.03714,0.59073,0.09316,5.40000
none,5480,2,0.03060,-0.03779,0.59073,0.09308,5.40000
none,5490,2,0.03055,-0.03779,0.59073,0.09304,5.40000
none,5500,2,0.03024,-0.03779,0.59073,0.09304,5.40000
none,5510,2,0.03015,-0.03779,0.59073,0.09308,5.40000
none,5520,2,0.03001,-0.03874,0.59073,0.09307,5.40000
none,5530,2,0.02993,-0.03874,0.59073,0.09307,5.40000
none,5540,2,0.02975,-0.03874,0.59073,0.09309,5.40000
none,5550,2,0.02989,-0.03874,0.58878,0.09311,5.40000
none,5560,2,0.03013,-0.03893,0.58084,0.09313,5.40000
none,5570,2,0.02993,-0.03893,0.57056,0.09316,5.40000
none,5580,2,0.03003,-0.03893,0.56258,0.09319,5.40000
none,5590,2,0.03020,-0.03893,0.55592,0.09322,5.40000
none,5600,3,0.03046,-0.03824,0.54904,0.09200,5.40000
none,5610,3,0.03323,-0.03824,0.54012,0.08018,5.40000
none,5620,3,0.03536,-0.03824,0.52866,0.06950,5.40000
none,5630,3,0.03677,-0.03824,0.51792,0.05983,5.40000
none,5640,3,0.03849,-0.03747,0.50861,0.05109,5.40000
none,5650,3,0.03948,-0.03747,0.58896,0.04320,5.60000
none,5660,3,0.03942,-0.03747,0.58806,0.03611,5.60000
none,5670,3,0.04029,-0.03747,0.58806,0.02970,5.60000
none,5680,3,0.04013,-0.04148,0.58806,0.02391,5.60000
none,5690,3,0.04047,-0.04148,0.58806,0.01866,5.60000
none,5700,3,0.04029,-0.04148,0.58806,0.01392,5.60000
none,5710,3,0.04033,-0.04148,0.58717,0.00964,5.60000
none,5720,3,0.04022,-0.04406,0.58717,0.00576,5.60000
none,5730,3,0.03972,-0.04406,0.58717,0.00225,5.60000
none,5740,3,0.03943,-0.04406,0.58717,-0.00092,5.60000
none,5750,3,0.03952,-0.04406,0.58623,-0.00379,5.60000
none,5760,3,0.03943,-0.04807,0.57724,-0.00645,5.60000
none,5770,3,0.03922,-0.04807,0.56833,-0.00885,5.60000
none,5780,3,0.03878,-0.04807,0.57815,-0.01111,5.60000
none,5790,3,0.03804,-0.04807,0.56670,-0.01320,5.60000
none,5800,3,0.03790,-0.05108,0.55787,-0.01505,5.60000
none,5810,3,0.03749,-0.05108,0.54853,-0.01671,5.60000
none,5820,3,0.03715,-0.05108,0.53969,-0.01819,5.60000
none,5830,3,0.03686,-0.05108,0.53086,-0.01950,5.60000
none,5840,3,0.03640,-0.05542,0.52177,-0.02066,5.60000
none,5850,3,0.03594,-0.05542,0.60589,-0.02169,5.80000
none,5860,3,0.03580,-0.05542,0.60499,-0.02261,5.80000
none,5870,3,0.03550,-0.05542,0.60499,-0.02344,5.80000
none,5880,3,0.03552,-0.06051,0.60499,-0.02419,5.80000
none,5890,3,0.03544,-0.06051,0.60499,-0.02487,5.80000
none,5900,3,0.03514,-0.06051,0.60499,-0.02549,5.80000
none,5910,3,0.03505,-0.06051,0.60410,-0.02604,5.80000
none,5920,3,0.03529,-0.06107,0.60410,-0.02655,5.80000
none,5930,3,0.03520,-0.06107,0.60410,-0.02700,5.80000
none,5940,3,0.03490,-0.06107,0.60410,-0.02741,5.80000
none,5950,3,0.03485,-0.06107,0.60057,-0.02779,5.80000
none,5960,3,0.03460,-0.06212,0.59139,-0.02815,5.80000
none,5970,3,0.03447,-0.06212,0.58255,-0.02847,5.80000
none,5980,3,0.03427,-0.06212,0.59269,-0.02886,5.80000
none,5990,3,0.03415,-0.06212,0.58385,-0.02924,5.80000
none,6000,3,0.03420,-0.06278,0.57226,-0.02957,5.80000
none,6010,3,0.03385,-0.06278,0.56349,-0.02983,5.80000
none,6020,3,0.03385,-0.06278,0.55294,-0.03005,5.80000
none,6030,3,0.03360,-0.06278,0.54282,-0.03022,5.80000
none,6040,3,0.03436,-0.06344,0.53409,-0.03034,5.80000
none,6050,3,0.03456,-0.06344,0.62282,-0.03045,6.00000
none,6060,3,0.03474,-0.06344,0.62193,-0.03054,6.00000
none,6070,3,0.03480,-0.06344,0.62193,-0.03062,6.00000
none,6080,3,0.03470,-0.06364,0.62193,-0.03070,6.00000
none,6090,3,0.03483,-0.06364,0.62193,-0.03077,6.00000
none,6100,3,0.03507,-0.06364,0.62193,-0.03083,6.00000
none,6110,3,0.03519,-0.06364,0.62104,-0.03089,6.00000
none,6120,3,0.03510,-0.06336,0.62104,-0.03094,6.00000
none,6130,3,0.03461,-0.06336,0.62104,-0.03098,6.00000
none,6140,3,0.03424,-0.06336,0.62104,-0.03102,6.00000
none,6150,3,0.03461,-0.06336,0.61333,-0.03106,6.00000
none,6160,3,0.03443,-0.06235,0.60038,-0.03110,6.00000
none,6170,3,0.03446,-0.06235,0.58912,-0.03114,6.00000
none,6180,3,0.03436,-0.06235,0.59518,-0.03127,6.00000
none,6190,3,0.03452,-0.06235,0.58629,-0.03142,6.00000
none,6200,3,0.03470,-0.06356,0.57571,-0.03154,6.00000
none,6210,3,0.03467,-0.06356,0.56321,-0.03162,6.00000
none,6220,3,0.03456,-0.06356,0.55171,-0.03166,6.00000
none,6230,3,0.03456,-0.06356,0.64064,-0.03168,6.20000
none,6240,3,0.03457,-0.06253,0.64064,-0.03167,6.20000
none,6250,3,0.03490,-0.06253,0.63976,-0.03165,6.20000
none,6260,3,0.03489,-0.06253,0.63886,-0.03163,6.20000
none,6270,3,0.03501,-0.06253,0.63886,-0.03162,6.20000
none,6280,3,0.03492,-0.06233,0.63886,-0.03160,6.20000
none,6290,3,0.03474,-0.06233,0.63886,-0.03159,6.20000
none,6300,3,0.03488,-0.06233,0.63886,-0.03158,6.20000
none,6310,3,0.03488,-0.06233,0.63797,-0.03157,6.20000
none,6320,3,0.03488,-0.06208,0.63797,-0.03156,6.20000
none,6330,3,0.03465,-0.06208,0.63108,-0.03155,6.20000
none,6340,3,0.03478,-0.06208,0.62039,-0.03154,6.20000
none,6350,3,0.03462,-0.06208,0.60358,-0.03153,6.20000
none,6360,3,0.03458,-0.06278,0.58743,-0.03153,6.20000
none,6370,3,0.03462,-0.06278,0.57889,-0.03151,6.20000
none,6380,3,0.03442,-0.06278,0.59000,-0.03159,6.20000
none,6390,3,0.03456,-0.06278,0.58149,-0.03170,6.20000
none,6400,3,0.03440,-0.06471,0.57025,-0.03178,6.20000
none,6410,3,0.03466,-0.06471,0.65758,-0.03183,6.40000
none,6420,3,0.03437,-0.06471,0.65758,-0.03185,6.40000
none,6430,3,0.03428,-0.06471,0.65758,-0.03185,6.40000
none,6440,3,0.03445,-0.06543,0.65758,-0.03182,6.40000
none,6450,3,0.03457,-0.06543,0.65669,-0.03178,6.40000
none,6460,3,0.03427,-0.06543,0.65579,-0.03175,6.40000
none,6470,3,0.03409,-0.06543,0.65579,-0.03172,6.40000
none,6480,3,0.03408,-0.06677,0.65579,-0.03169,6.40000
none,6490,3,0.03415,-0.06677,0.65579,-0.03167,6.40000
none,6500,3,0.03417,-0.06677,0.65579,-0.03165,6.40000
none,6510,3,0.03430,-0.06677,0.64983,-0.03162,6.40000
none,6520,3,0.03418,-0.06598,0.64137,-0.03160,6.40000
none,6530,3,0.03392,-0.06598,0.63291,-0.03158,6.40000
none,6540,3,0.03443,-0.06598,0.62445,-0.03156,6.40000
none,6550,3,0.03447,-0.06598,0.61600,-0.03154,6.40000
none,6560,3,0.03437,-0.06425,0.60754,-0.03153,6.40000
none,6570,3,0.03451,-0.06425,0.59908,-0.03151,6.40000
none,6580,3,0.03437,-0.06425,0.60836,-0.03159,6.40000
none,6590,3,0.03427,-0.06425,0.60012,-0.03169,6.40000
none,6600,3,0.03439,-0.06147,0.59012,-0.03176,6.40000
none,6610,3,0.03428,-0.06147,0.67451,-0.03181,6.60000
none,6620,3,0.03402,-0.06147,0.67451,-0.03183,6.60000
none,6630,3,0.03400,-0.06147,0.67451,-0.03182,6.60000
none,6640,3,0.03398,-0.06078,0.67451,-0.03179,6.60000
none,6650,3,0.03375,-0.06078,0.67362,-0.03175,6.60000
none,6660,3,0.03363,-0.06078,0.67273,-0.03172,6.60000
none,6670,3,0.03344,-0.06078,0.67273,-0.03168,6.60000
none,6680,3,0.03321,-0.06096,0.67273,-0.03166,6.60000
none,6690,3,0.03341,-0.06096,0.67273,-0.03163,6.60000
none,6700,3,0.03321,-0.06096,0.67273,-0.03161,6.60000
none,6710,3,0.03330,-0.06096,0.66845,-0.03159,6.60000
none,6720,3,0.03345,-0.06067,0.66000,-0.03157,6.60000
none,6730,3,0.03341,-0.06067,0.65154,-0.03155,6.60000
none,6740,3,0.03338,-0.06067,0.64074,-0.03153,6.60000
none,6750,3,0.03356,-0.06067,0.63199,-0.03153,6.60000
none,6760,3,0.03336,-0.06096,0.62337,-0.03152,6.60000
none,6770,3,0.03353,-0.06096,0.61355,-0.03151,6.60000
none,6780,3,0.03378,-0.06096,0.62447,-0.03160,6.60000
none,6790,3,0.03420,-0.06096,0.61344,-0.03171,6.60000
none,6800,3,0.03462,-0.06192,0.60274,-0.03179,6.60000
none,6810,3,0.03455,-0.06192,0.69144,-0.03183,6.80000
none,6820,3,0.03420,-0.06192,0.69144,-0.03185,6.80000
none,6830,3,0.03395,-0.06192,0.69144,-0.03185,6.80000
none,6840,3,0.03419,-0.06339,0.69144,-0.03182,6.80000
none,6850,3,0.03415,-0.06339,0.69056,-0.03178,6.80000
none,6860,3,0.03436,-0.06339,0.68966,-0.03174,6.80000
none,6870,3,0.03432,-0.06339,0.68966,-0.03171,6.80000
none,6880,3,0.03420,-0.06425,0.68966,-0.03168,6.80000
none,6890,3,0.03398,-0.06425,0.68966,-0.03166,6.80000
