arm,tick,phase,err_ema,C,energy,approach,syncopes
none,6900,3,0.03461,-0.06425,0.68966,-0.03163,6.80000
none,6910,3,0.03477,-0.06425,0.67921,-0.03161,6.80000
none,6920,3,0.03473,-0.06329,0.66993,-0.03160,6.80000
none,6930,3,0.03500,-0.06329,0.65841,-0.03159,6.80000
none,6940,3,0.03473,-0.06329,0.64703,-0.03158,6.80000
none,6950,3,0.03458,-0.06329,0.63834,-0.03157,6.80000
none,6960,3,0.03448,-0.06357,0.62965,-0.03156,6.80000
none,6970,3,0.03463,-0.06357,0.61705,-0.03155,6.80000
none,6980,3,0.03437,-0.06357,0.62645,-0.03164,6.80000
none,6990,3,0.03459,-0.06357,0.70838,-0.03176,7.00000
none,7000,3,0.03439,-0.06419,0.70838,-0.03183,7.00000
none,7010,3,0.03421,-0.06419,0.70838,-0.03188,7.00000
none,7020,3,0.03428,-0.06419,0.70838,-0.03190,7.00000
none,7030,3,0.03420,-0.06419,0.70838,-0.03189,7.00000
none,7040,3,0.03427,-0.06566,0.70838,-0.03186,7.00000
none,7050,3,0.03407,-0.06566,0.70749,-0.03182,7.00000
none,7060,3,0.03400,-0.06566,0.70659,-0.03179,7.00000
none,7070,3,0.03367,-0.06566,0.70659,-0.03176,7.00000
none,7080,3,0.03346,-0.06291,0.70659,-0.03173,7.00000
none,7090,3,0.03360,-0.06291,0.70571,-0.03170,7.00000
none,7100,3,0.03403,-0.06291,0.69435,-0.03168,7.00000
none,7110,3,0.03379,-0.06291,0.68374,-0.03167,7.00000
none,7120,3,0.03412,-0.06471,0.67281,-0.03165,7.00000
none,7130,3,0.03399,-0.06471,0.66404,-0.03164,7.00000
none,7140,3,0.03440,-0.06471,0.65527,-0.03162,7.00000
none,7150,3,0.03425,-0.06471,0.64650,-0.03161,7.00000
none,7160,3,0.03394,-0.06475,0.63603,-0.03160,7.00000
none,7170,3,0.03448,-0.06475,0.62585,-0.03160,7.00000
none,7180,3,0.03457,-0.06475,0.71558,-0.03168,7.20000
none,7190,3,0.03468,-0.06475,0.71558,-0.03180,7.20000
none,7200,3,0.03446,-0.06503,0.71558,-0.03187,7.20000
none,7210,3,0.03416,-0.06503,0.71558,-0.03192,7.20000
none,7220,3,0.03432,-0.06503,0.71558,-0.03194,7.20000
none,7230,3,0.03406,-0.06503,0.71558,-0.03193,7.20000
none,7240,3,0.03452,-0.06429,0.71558,-0.03190,7.20000
none,7250,3,0.03424,-0.06429,0.71469,-0.03186,7.20000
none,7260,3,0.03435,-0.06429,0.71379,-0.03183,7.20000
none,7270,3,0.03385,-0.06429,0.71379,-0.03180,7.20000
none,7280,3,0.03395,-0.06362,0.71379,-0.03177,7.20000
none,7290,3,0.03432,-0.06362,0.70407,-0.03175,7.20000
none,7300,3,0.03443,-0.06362,0.69060,-0.03173,7.20000
none,7310,3,0.03482,-0.06362,0.67530,-0.03171,7.20000
none,7320,3,0.03490,-0.06482,0.66324,-0.03170,7.20000
none,7330,3,0.03532,-0.06482,0.65286,-0.03168,7.20000
none,7340,3,0.03570,-0.06482,0.64034,-0.03167,7.20000
none,7350,3,0.03589,-0.06482,0.63109,-0.03166,7.20000
none,7360,3,0.03565,-0.06471,0.71290,-0.03165,7.40000
none,7370,3,0.03593,-0.06471,0.71290,-0.03163,7.40000
none,7380,3,0.03587,-0.06471,0.71290,-0.03172,7.40000
none,7390,3,0.03546,-0.06471,0.71290,-0.03183,7.40000
none,7400,3,0.03537,-0.06461,0.71290,-0.03190,7.40000
none,7410,3,0.03512,-0.06461,0.71290,-0.03195,7.40000
none,7420,3,0.03510,-0.06461,0.71290,-0.03197,7.40000
none,7430,3,0.03510,-0.06461,0.71290,-0.03196,7.40000
none,7440,3,0.03506,-0.06260,0.71290,-0.03193,7.40000
none,7450,3,0.03498,-0.06260,0.71201,-0.03189,7.40000
none,7460,3,0.03510,-0.06260,0.70936,-0.03186,7.40000
none,7470,3,0.03523,-0.06260,0.70057,-0.03182,7.40000
none,7480,3,0.03522,-0.06238,0.68743,-0.03179,7.40000
none,7490,3,0.03487,-0.06238,0.67844,-0.03177,7.40000
none,7500,3,0.03442,-0.06238,0.66828,-0.03174,7.40000
none,7510,3,0.03448,-0.06238,0.65856,-0.03172,7.40000
none,7520,3,0.03446,-0.06116,0.64755,-0.03170,7.40000
none,7530,3,0.03425,-0.06116,0.63747,-0.03168,7.40000
none,7540,3,0.03442,-0.06116,0.62825,-0.03167,7.40000
none,7550,3,0.03444,-0.06116,0.71022,-0.03165,7.60000
none,7560,3,0.03454,-0.06432,0.71022,-0.03164,7.60000
none,7570,3,0.03450,-0.06432,0.71022,-0.03163,7.60000
none,7580,3,0.03449,-0.06432,0.71022,-0.03171,7.60000
none,7590,3,0.03458,-0.06432,0.71022,-0.03182,7.60000
none,7600,3,0.03516,-0.06318,0.71022,-0.03189,7.60000
none,7610,3,0.03520,-0.06318,0.71022,-0.03194,7.60000
none,7620,3,0.03529,-0.06318,0.71022,-0.03196,7.60000
none,7630,3,0.03552,-0.06318,0.71022,-0.03195,7.60000
none,7640,3,0.03566,-0.06311,0.71022,-0.03192,7.60000
none,7650,3,0.03530,-0.06311,0.70741,-0.03188,7.60000
none,7660,3,0.03558,-0.06311,0.69368,-0.03185,7.60000
none,7670,3,0.03517,-0.06311,0.68469,-0.03182,7.60000
none,7680,3,0.03507,-0.06357,0.67159,-0.03179,7.60000
none,7690,3,0.03558,-0.06357,0.66062,-0.03176,7.60000
none,7700,3,0.03534,-0.06357,0.65089,-0.03174,7.60000
none,7710,3,0.03557,-0.06357,0.64124,-0.03171,7.60000
none,7720,3,0.03568,-0.06320,0.63188,-0.03169,7.60000
none,7730,3,0.03600,-0.06320,0.62087,-0.03168,7.60000
none,7740,3,0.03641,-0.06320,0.70755,-0.03166,7.80000
none,7750,3,0.03614,-0.06320,0.70755,-0.03164,7.80000
none,7760,3,0.03643,-0.06510,0.70755,-0.03163,7.80000
none,7770,3,0.03672,-0.06510,0.70755,-0.03162,7.80000
none,7780,3,0.03697,-0.06510,0.70755,-0.03170,7.80000
none,7790,3,0.03667,-0.06510,0.70755,-0.03181,7.80000
none,7800,4,0.03684,-0.06357,0.70755,-0.03188,7.80000
none,7810,4,0.03684,-0.06357,0.70755,-0.03188,7.80000
none,7820,4,0.03684,-0.06252,0.70755,-0.03188,7.80000
none,7830,4,0.03684,-0.06252,0.70755,-0.03188,7.80000
none,7840,4,0.03684,-0.06442,0.70755,-0.03188,7.80000
none,7850,4,0.03684,-0.06442,0.70755,-0.03188,7.80000
none,7860,4,0.03684,-0.06455,0.70755,-0.03188,7.80000
none,7870,4,0.03684,-0.06455,0.70755,-0.03188,7.80000
none,7880,4,0.03684,-0.06465,0.70755,-0.03188,7.80000
none,7890,4,0.03684,-0.06465,0.70755,-0.03188,7.80000
none,7900,4,0.03684,-0.06535,0.70755,-0.03188,7.80000
none,7910,4,0.03684,-0.06535,0.70755,-0.03188,7.80000
none,7920,4,0.03684,-0.06504,0.70755,-0.03188,7.80000
none,7930,4,0.03684,-0.06504,0.70755,-0.03188,7.80000
none,7940,4,0.03684,-0.06277,0.70755,-0.03188,7.80000
none,7950,4,0.03684,-0.06277,0.70755,-0.03188,7.80000
none,7960,4,0.03684,-0.06414,0.70755,-0.03188,7.80000
none,7970,4,0.03684,-0.06414,0.70755,-0.03188,7.80000
none,7980,4,0.03684,-0.06330,0.70755,-0.03188,7.80000
none,7990,4,0.03684,-0.06330,0.70755,-0.03188,7.80000
none,8000,4,0.03684,-0.06454,0.70755,-0.03188,7.80000
none,8010,4,0.03684,-0.06454,0.70755,-0.03188,7.80000
none,8020,4,0.03684,-0.06367,0.70755,-0.03188,7.80000
none,8030,4,0.03684,-0.06367,0.70755,-0.03188,7.80000
none,8040,4,0.03684,-0.06322,0.70755,-0.03188,7.80000
none,8050,4,0.03684,-0.06322,0.70755,-0.03188,7.80000
none,8060,4,0.03684,-0.06345,0.70755,-0.03188,7.80000
none,8070,4,0.03684,-0.06345,0.70755,-0.03188,7.80000
none,8080,4,0.03684,-0.06427,0.70755,-0.03188,7.80000
none,8090,4,0.03684,-0.06427,0.70755,-0.03188,7.80000
none,8100,4,0.03684,-0.06528,0.70755,-0.03188,7.80000
none,8110,4,0.03684,-0.06528,0.70755,-0.03188,7.80000
none,8120,4,0.03684,-0.06378,0.70755,-0.03188,7.80000
none,8130,4,0.03684,-0.06378,0.70755,-0.03188,7.80000
none,8140,4,0.03684,-0.06392,0.70755,-0.03188,7.80000
none,8150,4,0.03684,-0.06392,0.70755,-0.03188,7.80000
none,8160,4,0.03684,-0.06214,0.70755,-0.03188,7.80000
none,8170,4,0.03684,-0.06214,0.70755,-0.03188,7.80000
none,8180,4,0.03684,-0.06282,0.70755,-0.03188,7.80000
none,8190,4,0.03684,-0.06282,0.70755,-0.03188,7.80000
none,8200,4,0.03684,-0.06159,0.70755,-0.03188,7.80000
none,8210,4,0.03684,-0.06159,0.70755,-0.03188,7.80000
none,8220,4,0.03684,-0.06115,0.70755,-0.03188,7.80000
none,8230,4,0.03684,-0.06115,0.70755,-0.03188,7.80000
none,8240,4,0.03684,-0.06179,0.70755,-0.03188,7.80000
none,8250,4,0.03684,-0.06179,0.70755,-0.03188,7.80000
none,8260,4,0.03684,-0.06009,0.70755,-0.03188,7.80000
none,8270,4,0.03684,-0.06009,0.70755,-0.03188,7.80000
none,8280,4,0.03684,-0.05949,0.70755,-0.03188,7.80000
none,8290,4,0.03684,-0.05949,0.70755,-0.03188,7.80000
none,8300,4,0.03684,-0.06233,0.70755,-0.03188,7.80000
none,8310,4,0.03684,-0.06233,0.70755,-0.03188,7.80000
none,8320,4,0.03684,-0.06301,0.70755,-0.03188,7.80000
none,8330,4,0.03684,-0.06301,0.70755,-0.03188,7.80000
none,8340,4,0.03684,-0.06197,0.70755,-0.03188,7.80000
none,8350,4,0.03684,-0.06197,0.70755,-0.03188,7.80000
none,8360,4,0.03684,-0.06352,0.70755,-0.03188,7.80000
none,8370,4,0.03684,-0.06352,0.70755,-0.03188,7.80000
none,8380,4,0.03684,-0.06272,0.70755,-0.03188,7.80000
none,8390,4,0.03684,-0.06272,0.70755,-0.03188,7.80000
none,8400,4,0.03684,-0.06251,0.70755,-0.03188,7.80000
none,8410,4,0.03684,-0.06251,0.70755,-0.03188,7.80000
none,8420,4,0.03684,-0.06282,0.70755,-0.03188,7.80000
none,8430,4,0.03684,-0.06282,0.70755,-0.03188,7.80000
none,8440,4,0.03684,-0.06256,0.70755,-0.03188,7.80000
none,8450,4,0.03684,-0.06256,0.70755,-0.03188,7.80000
none,8460,4,0.03684,-0.06288,0.70755,-0.03188,7.80000
none,8470,4,0.03684,-0.06288,0.70755,-0.03188,7.80000
none,8480,4,0.03684,-0.06244,0.70755,-0.03188,7.80000
none,8490,4,0.03684,-0.06244,0.70755,-0.03188,7.80000
none,8500,4,0.03684,-0.06350,0.70755,-0.03188,7.80000
none,8510,4,0.03684,-0.06350,0.70755,-0.03188,7.80000
none,8520,4,0.03684,-0.06299,0.70755,-0.03188,7.80000
none,8530,4,0.03684,-0.06299,0.70755,-0.03188,7.80000
none,8540,4,0.03684,-0.06226,0.70755,-0.03188,7.80000
none,8550,4,0.03684,-0.06226,0.70755,-0.03188,7.80000
none,8560,4,0.03684,-0.06287,0.70755,-0.03188,7.80000
none,8570,4,0.03684,-0.06287,0.70755,-0.03188,7.80000
none,8580,4,0.03684,-0.06312,0.70755,-0.03188,7.80000
none,8590,4,0.03684,-0.06312,0.70755,-0.03188,7.80000
none,8600,4,0.03684,-0.06431,0.70755,-0.03188,7.80000
none,8610,4,0.03684,-0.06431,0.70755,-0.03188,7.80000
none,8620,4,0.03684,-0.06329,0.70755,-0.03188,7.80000
none,8630,4,0.03684,-0.06329,0.70755,-0.03188,7.80000
none,8640,4,0.03684,-0.06280,0.70755,-0.03188,7.80000
none,8650,4,0.03684,-0.06280,0.70755,-0.03188,7.80000
none,8660,4,0.03684,-0.06417,0.70755,-0.03188,7.80000
none,8670,4,0.03684,-0.06417,0.70755,-0.03188,7.80000
none,8680,4,0.03684,-0.06394,0.70755,-0.03188,7.80000
none,8690,4,0.03684,-0.06394,0.70755,-0.03188,7.80000
none,8700,4,0.03684,-0.06392,0.70755,-0.03188,7.80000
none,8710,4,0.03684,-0.06392,0.70755,-0.03188,7.80000
none,8720,4,0.03684,-0.06330,0.70755,-0.03188,7.80000
none,8730,4,0.03684,-0.06330,0.70755,-0.03188,7.80000
none,8740,4,0.03684,-0.06405,0.70755,-0.03188,7.80000
none,8750,4,0.03684,-0.06405,0.70755,-0.03188,7.80000
none,8760,4,0.03684,-0.06411,0.70755,-0.03188,7.80000
none,8770,4,0.03684,-0.06411,0.70755,-0.03188,7.80000
none,8780,4,0.03684,-0.06447,0.70755,-0.03188,7.80000
none,8790,4,0.03684,-0.06447,0.70755,-0.03188,7.80000
none,8800,4,0.03684,-0.06527,0.70755,-0.03188,7.80000
none,8810,4,0.03684,-0.06527,0.70755,-0.03188,7.80000
none,8820,4,0.03684,-0.06317,0.70755,-0.03188,7.80000
none,8830,4,0.03684,-0.06317,0.70755,-0.03188,7.80000
none,8840,4,0.03684,-0.06238,0.70755,-0.03188,7.80000
none,8850,4,0.03684,-0.06238,0.70755,-0.03188,7.80000
none,8860,4,0.03684,-0.06120,0.70755,-0.03188,7.80000
none,8870,4,0.03684,-0.06120,0.70755,-0.03188,7.80000
none,8880,4,0.03684,-0.06049,0.70755,-0.03188,7.80000
none,8890,4,0.03684,-0.06049,0.70755,-0.03188,7.80000
none,8900,4,0.03684,-0.06017,0.70755,-0.03188,7.80000
none,8910,4,0.03684,-0.06017,0.70755,-0.03188,7.80000
none,8920,4,0.03684,-0.06103,0.70755,-0.03188,7.80000
none,8930,4,0.03684,-0.06103,0.70755,-0.03188,7.80000
none,8940,4,0.03684,-0.06156,0.70755,-0.03188,7.80000
none,8950,4,0.03684,-0.06156,0.70755,-0.03188,7.80000
none,8960,4,0.03684,-0.06177,0.70755,-0.03188,7.80000
none,8970,4,0.03684,-0.06177,0.70755,-0.03188,7.80000
none,8980,4,0.03684,-0.06222,0.70755,-0.03188,7.80000
none,8990,4,0.03684,-0.06222,0.70755,-0.03188,7.80000
none,9000,5,0.03709,-0.06397,0.70755,-0.03189,7.80000
none,9010,5,0.03734,-0.06397,0.70755,-0.03193,7.80000
none,9020,5,0.03750,-0.06397,0.70755,-0.03195,7.80000
none,9030,5,0.03752,-0.06397,0.70755,-0.03195,7.80000
none,9040,5,0.03744,-0.06380,0.70148,-0.03191,7.80000
none,9050,5,0.03749,-0.06380,0.69193,-0.03187,7.80000
none,9060,5,0.03765,-0.06380,0.67949,-0.03183,7.80000
none,9070,5,0.03723,-0.06380,0.67089,-0.03179,7.80000
none,9080,5,0.03730,-0.06172,0.65841,-0.03175,7.80000
none,9090,5,0.03708,-0.06172,0.64973,-0.03173,7.80000
none,9100,5,0.03722,-0.06172,0.64106,-0.03170,7.80000
none,9110,5,0.03709,-0.06172,0.63106,-0.03168,7.80000
none,9120,5,0.03716,-0.06233,0.62160,-0.03166,7.80000
none,9130,5,0.03714,-0.06233,0.70487,-0.03164,8.00000
none,9140,5,0.03712,-0.06233,0.70487,-0.03162,8.00000
none,9150,5,0.03700,-0.06233,0.70487,-0.03161,8.00000
none,9160,5,0.03689,-0.06231,0.70487,-0.03160,8.00000
none,9170,5,0.03671,-0.06231,0.70487,-0.03158,8.00000
none,9180,5,0.03647,-0.06231,0.70487,-0.03166,8.00000
none,9190,5,0.03644,-0.06231,0.70487,-0.03178,8.00000
none,9200,5,0.03662,-0.06281,0.70487,-0.03185,8.00000
none,9210,5,0.03682,-0.06281,0.70487,-0.03190,8.00000
none,9220,5,0.03673,-0.06281,0.70487,-0.03192,8.00000
none,9230,5,0.03646,-0.06281,0.70314,-0.03191,8.00000
none,9240,5,0.03649,-0.06326,0.69240,-0.03188,8.00000
none,9250,5,0.03661,-0.06326,0.68278,-0.03184,8.00000
none,9260,5,0.03657,-0.06326,0.67044,-0.03181,8.00000
none,9270,5,0.03622,-0.06326,0.66002,-0.03178,8.00000
none,9280,5,0.03624,-0.06350,0.65124,-0.03176,8.00000
none,9290,5,0.03591,-0.06350,0.64030,-0.03173,8.00000
none,9300,5,0.03581,-0.06350,0.62796,-0.03171,8.00000
none,9310,5,0.03587,-0.06350,0.61794,-0.03169,8.00000
none,9320,5,0.03600,-0.06250,0.70220,-0.03167,8.20000
none,9330,5,0.03607,-0.06250,0.70220,-0.03165,8.20000
none,9340,5,0.03626,-0.06250,0.70220,-0.03164,8.20000
none,9350,5,0.03626,-0.06250,0.70220,-0.03162,8.20000
none,9360,5,0.03641,-0.06238,0.70220,-0.03161,8.20000
none,9370,5,0.03593,-0.06238,0.70220,-0.03160,8.20000
none,9380,5,0.03574,-0.06238,0.70220,-0.03168,8.20000
none,9390,5,0.03580,-0.06238,0.70220,-0.03179,8.20000
none,9400,5,0.03556,-0.06169,0.70220,-0.03187,8.20000
none,9410,5,0.03577,-0.06169,0.70220,-0.03191,8.20000
none,9420,5,0.03572,-0.06169,0.69873,-0.03193,8.20000
none,9430,5,0.03581,-0.06169,0.68526,-0.03191,8.20000
none,9440,5,0.03651,-0.06355,0.67691,-0.03187,8.20000
none,9450,5,0.03642,-0.06355,0.66580,-0.03181,8.20000
none,9460,5,0.03662,-0.06355,0.65641,-0.03176,8.20000
none,9470,5,0.03674,-0.06355,0.64719,-0.03170,8.20000
none,9480,5,0.03692,-0.06262,0.63933,-0.03165,8.20000
none,9490,5,0.03650,-0.06262,0.63147,-0.03160,8.20000
none,9500,5,0.03684,-0.06262,0.62068,-0.03155,8.20000
none,9510,5,0.03738,-0.06262,0.61086,-0.03148,8.20000
none,9520,5,0.03753,-0.06149,0.69952,-0.03146,8.40000
none,9530,5,0.03776,-0.06149,0.69952,-0.03144,8.40000
none,9540,5,0.03753,-0.06149,0.69952,-0.03142,8.40000
none,9550,5,0.03783,-0.06149,0.69952,-0.03141,8.40000
none,9560,5,0.03762,-0.06035,0.69952,-0.03140,8.40000
none,9570,5,0.03778,-0.06035,0.69952,-0.03138,8.40000
none,9580,5,0.03800,-0.06035,0.69952,-0.03146,8.40000
none,9590,5,0.03814,-0.06035,0.69952,-0.03158,8.40000
none,9600,5,0.03863,-0.05874,0.69952,-0.03165,8.40000
none,9610,5,0.03886,-0.05874,0.69952,-0.03170,8.40000
none,9620,5,0.03906,-0.05874,0.69214,-0.03169,8.40000
none,9630,5,0.03870,-0.05874,0.68465,-0.03163,8.40000
none,9640,5,0.03852,-0.05993,0.67801,-0.03155,8.40000
none,9650,5,0.03882,-0.05993,0.67048,-0.03146,8.40000
none,9660,5,0.03901,-0.05993,0.66283,-0.03139,8.40000
none,9670,5,0.03903,-0.05993,0.65579,-0.03132,8.40000
none,9680,5,0.03872,-0.05920,0.64908,-0.03126,8.40000
none,9690,5,0.03853,-0.05920,0.64237,-0.03121,8.40000
none,9700,5,0.03852,-0.05920,0.63534,-0.03116,8.40000
none,9710,5,0.03849,-0.05920,0.62739,-0.03111,8.40000
none,9720,5,0.03839,-0.05862,0.61977,-0.03107,8.40000
none,9730,5,0.03828,-0.05862,0.61021,-0.03105,8.40000
none,9740,5,0.03852,-0.05862,0.69684,-0.03104,8.60000
none,9750,5,0.03912,-0.05862,0.69684,-0.03102,8.60000
none,9760,5,0.03878,-0.06045,0.69684,-0.03101,8.60000
none,9770,5,0.03881,-0.06045,0.69684,-0.03100,8.60000
none,9780,5,0.03882,-0.06045,0.69684,-0.03108,8.60000
none,9790,5,0.03891,-0.06045,0.69684,-0.03119,8.60000
none,9800,5,0.03851,-0.06039,0.69684,-0.03127,8.60000
none,9810,5,0.03849,-0.06039,0.69684,-0.03131,8.60000
none,9820,5,0.03786,-0.06039,0.69684,-0.03133,8.60000
none,9830,5,0.03777,-0.06039,0.69684,-0.03132,8.60000
none,9840,5,0.03746,-0.05969,0.69319,-0.03130,8.60000
none,9850,5,0.03736,-0.05969,0.68500,-0.03126,8.60000
none,9860,5,0.03741,-0.05969,0.67629,-0.03123,8.60000
none,9870,5,0.03719,-0.05969,0.66892,-0.03120,8.60000
none,9880,5,0.03702,-0.05964,0.65807,-0.03118,8.60000
none,9890,5,0.03742,-0.05964,0.65029,-0.03115,8.60000
none,9900,5,0.03771,-0.05964,0.64293,-0.03113,8.60000
none,9910,5,0.03776,-0.05964,0.63467,-0.03112,8.60000
none,9920,5,0.03745,-0.05935,0.62731,-0.03110,8.60000
none,9930,5,0.03785,-0.05935,0.61995,-0.03109,8.60000
none,9940,5,0.03790,-0.05935,0.61259,-0.03107,8.60000
none,9950,5,0.03824,-0.05935,0.60487,-0.03106,8.60000
none,9960,5,0.03812,-0.06223,0.69417,-0.03105,8.80000
none,9970,5,0.03840,-0.06223,0.69417,-0.03104,8.80000
none,9980,5,0.03829,-0.06223,0.69417,-0.03112,8.80000
none,9990,5,0.03859,-0.06223,0.69417,-0.03123,8.80000
none,10000,5,0.03845,-0.06303,0.69417,-0.03131,8.80000
none,10010,5,0.03848,-0.06303,0.69417,-0.03135,8.80000
none,10020,5,0.03852,-0.06303,0.69417,-0.03137,8.80000
none,10030,5,0.03857,-0.06303,0.69417,-0.03136,8.80000
none,10040,5,0.03862,-0.06459,0.69417,-0.03133,8.80000
none,10050,5,0.03849,-0.06459,0.69328,-0.03130,8.80000
none,10060,5,0.03872,-0.06459,0.68296,-0.03127,8.80000
none,10070,5,0.03919,-0.06459,0.67239,-0.03127,8.80000
none,10080,5,0.03931,-0.06577,0.66409,-0.03127,8.80000
none,10090,5,0.03942,-0.06577,0.65565,-0.03128,8.80000
none,10100,5,0.03933,-0.06577,0.64735,-0.03128,8.80000
none,10110,5,0.03977,-0.06577,0.63816,-0.03128,8.80000
none,10120,5,0.03984,-0.06391,0.62945,-0.03129,8.80000
none,10130,5,0.03981,-0.06391,0.62108,-0.03129,8.80000
none,10140,5,0.04005,-0.06391,0.60981,-0.03130,8.80000
none,10150,5,0.03961,-0.06391,0.69149,-0.03131,9.00000
none,10160,5,0.03982,-0.06258,0.69149,-0.03130,9.00000
none,10170,5,0.03980,-0.06258,0.69149,-0.03128,9.00000
none,10180,5,0.03983,-0.06258,0.69149,-0.03136,9.00000
none,10190,5,0.04007,-0.06258,0.69149,-0.03148,9.00000
none,10200,5,0.03998,-0.06272,0.69149,-0.03155,9.00000
none,10210,5,0.03966,-0.06272,0.69149,-0.03160,9.00000
none,10220,5,0.04000,-0.06272,0.69149,-0.03162,9.00000
none,10230,5,0.03958,-0.06272,0.69149,-0.03161,9.00000
none,10240,5,0.03918,-0.06255,0.69149,-0.03158,9.00000
none,10250,5,0.03949,-0.06255,0.69060,-0.03154,9.00000
none,10260,5,0.04010,-0.06255,0.68117,-0.03153,9.00000
none,10270,5,0.03972,-0.06255,0.66935,-0.03152,9.00000
none,10280,5,0.03986,-0.06257,0.65804,-0.03152,9.00000
none,10290,5,0.03973,-0.06257,0.64665,-0.03151,9.00000
none,10300,5,0.03960,-0.06257,0.63646,-0.03149,9.00000
none,10310,5,0.03952,-0.06257,0.62604,-0.03148,9.00000
none,10320,5,0.03941,-0.06190,0.61765,-0.03147,9.00000
none,10330,5,0.03965,-0.06190,0.60926,-0.03146,9.00000
none,10340,5,0.03997,-0.06190,0.59971,-0.03145,9.00000
none,10350,5,0.04039,-0.06190,0.68882,-0.03143,9.20000
none,10360,5,0.04031,-0.06019,0.68882,-0.03142,9.20000
none,10370,5,0.03999,-0.06019,0.68882,-0.03141,9.20000
none,10380,5,0.04023,-0.06019,0.68882,-0.03149,9.20000
none,10390,5,0.04067,-0.06019,0.68882,-0.03160,9.20000
none,10400,5,0.04059,-0.06004,0.68882,-0.03168,9.20000
none,10410,5,0.04087,-0.06004,0.68882,-0.03172,9.20000
none,10420,5,0.04098,-0.06004,0.68882,-0.03174,9.20000
none,10430,5,0.04086,-0.06004,0.68882,-0.03173,9.20000
none,10440,5,0.04044,-0.05887,0.68882,-0.03170,9.20000
none,10450,5,0.04044,-0.05887,0.68124,-0.03167,9.20000
none,10460,5,0.04057,-0.05887,0.66913,-0.03163,9.20000
none,10470,5,0.04050,-0.05887,0.66000,-0.03159,9.20000
none,10480,5,0.04037,-0.05775,0.64879,-0.03155,9.20000
none,10490,5,0.04022,-0.05775,0.63951,-0.03153,9.20000
none,10500,5,0.04019,-0.05775,0.63139,-0.03150,9.20000
none,10510,5,0.04048,-0.05775,0.62237,-0.03147,9.20000
none,10520,5,0.04089,-0.05870,0.61412,-0.03145,9.20000
none,10530,5,0.04083,-0.05870,0.60599,-0.03143,9.20000
none,10540,5,0.04092,-0.05870,0.59724,-0.03141,9.20000
none,10550,5,0.04074,-0.05870,0.68614,-0.03140,9.40000
none,10560,5,0.04090,-0.05980,0.68614,-0.03139,9.40000
none,10570,5,0.04100,-0.05980,0.68614,-0.03137,9.40000
none,10580,5,0.04092,-0.05980,0.68614,-0.03146,9.40000
none,10590,5,0.04061,-0.05980,0.68614,-0.03157,9.40000
none,10600,5,0.04102,-0.05848,0.68614,-0.03164,9.40000
none,10610,5,0.04140,-0.05848,0.68614,-0.03169,9.40000
none,10620,5,0.04145,-0.05848,0.68614,-0.03171,9.40000
none,10630,5,0.04193,-0.05848,0.68614,-0.03170,9.40000
none,10640,5,0.04216,-0.05752,0.68614,-0.03167,9.40000
none,10650,5,0.04242,-0.05752,0.67884,-0.03163,9.40000
none,10660,5,0.04253,-0.05752,0.66993,-0.03159,9.40000
none,10670,5,0.04238,-0.05752,0.65422,-0.03154,9.40000
none,10680,5,0.04207,-0.05706,0.64744,-0.03146,9.40000
none,10690,5,0.04233,-0.05706,0.63970,-0.03139,9.40000
none,10700,5,0.04243,-0.05706,0.63236,-0.03132,9.40000
none,10710,5,0.04299,-0.05706,0.62473,-0.03127,9.40000
none,10720,5,0.04263,-0.05808,0.61693,-0.03121,9.40000
none,10730,5,0.04274,-0.05808,0.60823,-0.03113,9.40000
none,10740,5,0.04257,-0.05808,0.60225,-0.03105,9.40000
none,10750,5,0.04265,-0.05808,0.59644,-0.03097,9.40000
none,10760,5,0.04238,-0.05803,0.68347,-0.03093,9.60000
none,10770,5,0.04245,-0.05803,0.68347,-0.03092,9.60000
none,10780,5,0.04276,-0.05803,0.68347,-0.03100,9.60000
none,10790,5,0.04282,-0.05803,0.68347,-0.03111,9.60000
none,10800,5,0.04284,-0.05830,0.68347,-0.03119,9.60000
none,10810,5,0.04267,-0.05830,0.68347,-0.03124,9.60000
none,10820,5,0.04238,-0.05830,0.68347,-0.03126,9.60000
none,10830,5,0.04209,-0.05830,0.68347,-0.03125,9.60000
none,10840,5,0.04237,-0.05885,0.68347,-0.03122,9.60000
none,10850,5,0.04238,-0.05885,0.68258,-0.03118,9.60000
none,10860,5,0.04207,-0.05885,0.67896,-0.03112,9.60000
none,10870,5,0.04225,-0.05885,0.67210,-0.03100,9.60000
none,10880,5,0.04250,-0.05942,0.66802,-0.03087,9.60000
none,10890,5,0.04284,-0.05942,0.66394,-0.03076,9.60000
none,10900,5,0.04247,-0.05942,0.65987,-0.03066,9.60000
none,10910,5,0.04240,-0.05942,0.65493,-0.03057,9.60000
none,10920,5,0.04259,-0.06069,0.65090,-0.03049,9.60000
none,10930,5,0.04285,-0.06069,0.64688,-0.03041,9.60000
none,10940,5,0.04323,-0.06069,0.64117,-0.03035,9.60000
none,10950,5,0.04329,-0.06069,0.63474,-0.03032,9.60000
none,10960,5,0.04349,-0.05972,0.62940,-0.03030,9.60000
none,10970,5,0.04311,-0.05972,0.62430,-0.03028,9.60000
none,10980,5,0.04304,-0.05972,0.61896,-0.03035,9.60000
none,10990,5,0.04320,-0.05972,0.61411,-0.03044,9.60000
